CERT,NAME,REPDTE,BKCLASS,INSDIF,ASSET,CHBAL,SC,LNLSNET,DEP,FREPP,OTHBRF,SUBND,LIAB,EQTOT,EQ,OA,ALLOTHL,BORROWED_FUNDS_CALC,OTHER_ASSETS_CALC,OTHER_LIABILITIES_CALC,BALANCE_DIFFERENCE_CALC
8850,NORTH SHORE BANK OF COMMERCE,20251231,SM,1,582836,49530,53687,437115,493396,0,29600,0,532225,50611,50611,33463,9229,29600,42504,9229,0
8851,PARK STATE BANK,20251231,NM,1,1485132,79471,450615,883899,1218888,0,114970,0,1341522,143610,143610,48909,7664,114970,71147,7664,0
8853,GLENWOOD STATE BANK INC,20251231,NM,1,565766,40847,3853,502631,489766,0,19500,0,511234,54532,54532,8432,1968,19500,18435,1968,0
8857,GROVE BANK,20251231,NM,1,56642,6195,12150,35620,45090,0,4357,0,49610,7032,7032,736,163,4357,2677,163,0
8858,STATE BANK OF CHANDLER,20251231,NM,1,70073,8300,10750,47656,59871,0,1500,0,62566,7507,7507,1303,1195,1500,3367,1195,0
8863,WOODLAND BANK,20251231,NM,1,167898,4859,16760,129762,141735,2173,8000,0,153659,14239,14239,6036,1751,10173,16517,1751,0
8865,HERITAGE BANK MINNESOTA,20251231,NM,1,117519,2152,11829,95983,104861,0,5000,0,110248,7271,7271,3450,387,5000,7555,387,0
8866,MERCHANTS BANK NATIONAL ASSN,20251231,N,1,2898711,241884,438354,2025196,2522900,15043,626,0,2563094,335617,335617,107724,24525,15669,193277,24525,0
8867,ULTIMA BANK MINNESOTA,20251231,NM,1,317207,19069,134,289467,277648,0,961,0,281440,35767,35767,5990,2831,961,8537,2831,0
8870,BANKFIRST FINANCIAL SERVICES,20251231,SM,1,3256725,227457,563469,2175985,2804646,0,0,0,2834484,422241,422241,97193,29838,0,289814,29838,0
8879,COMMUNITY BANK OF MS,20251231,NM,1,5015100,416214,1013295,3306019,4565516,1722,4449,0,4601118,413982,413982,110049,29431,6171,279572,29431,0
8889,MIDWEST REGIONAL BANK,20251231,NM,1,1049767,54982,45869,837907,908950,0,20000,0,938071,111696,111696,21426,9121,20000,111009,9121,0
8892,SULLIVAN BANK,20251231,NM,1,1304809,97461,37212,1110907,1156640,5519,20000,0,1191315,113494,113494,34578,9156,25519,59229,9156,0
8893,AMERICAS COMMUNITY BANK,20251231,NM,1,61756,2836,66,56894,46532,0,9250,0,56214,5542,5542,1039,432,9250,1960,432,0
8896,JONESBURG STATE BANK,20251231,NM,1,139209,23951,8758,103170,122154,0,3000,0,126063,13146,13146,1151,909,3000,3330,909,0
8898,ST JOHNS BANK&TRUST CO,20251231,NM,1,305144,8301,63805,222454,268552,0,0,0,269283,35861,35861,2752,731,0,10584,731,0
8903,PEOPLES BANK&TRUST CO,20251231,SM,1,914428,88631,292765,488070,807940,0,25000,0,837884,76544,76544,28055,4944,25000,44962,4944,0
8904,NODAWAY VALLEY BANK,20251231,NM,1,1538518,45862,395167,1020132,1306020,52076,25000,0,1394992,143526,143526,33331,11033,77076,77357,11896,0
8941,BANK FORWARD,20251231,NM,1,1135353,158495,46045,863496,925563,0,78000,0,1013504,121849,121849,23808,9941,78000,67317,9941,0
8942,STOCK GROWERS BANK,20251231,NM,1,331900,20850,145418,157595,299460,1287,0,0,302573,29327,29327,5795,1826,1287,8037,1826,0
8943,MERCHANTS BANK,20251231,NM,1,269474,25880,43780,191866,238722,0,2007,0,243999,25475,25475,6218,3270,2007,7948,3270,0
8946,KINDRED STATE BANK,20251231,NM,1,42945,9927,5816,21518,38923,0,0,0,38993,3952,3952,451,70,0,5684,70,0
8975,COMMUNITY BANK,20251231,NM,1,111369,7313,9114,92592,100495,0,0,0,100729,10640,10640,1371,234,0,2350,234,0
8980,SECURITY STB OF OKLAHOMA,20251231,NM,1,394838,15007,166793,192318,319858,0,31500,0,352509,42329,42329,7749,1151,31500,20720,1151,0
9005,FIRST STATE BANK OF ROSCOE,20251231,NM,1,146777,12045,29120,72811,125028,0,0,0,126596,20181,20181,4388,1568,0,32801,1568,0
9007,HEARTLAND STATE BANK,20251231,NM,1,154728,6266,25935,115251,124870,2011,12737,0,140670,14058,14058,5895,1052,14748,7276,1052,0
9023,POTOMAC BANK,20251231,NM,1,943040,79625,80905,746612,813138,2451,29872,0,852130,90910,90910,26295,6669,32323,35898,6669,0
9024,CALHOUN COUNTY BANK INC,20251231,NM,1,212950,16545,47850,137602,190632,0,0,0,192244,20706,20706,6782,1612,0,10953,1612,0
9030,HARRISON COUNTY BANK,20251231,NM,1,158337,8875,62074,81071,143844,0,0,0,144478,13859,13859,2067,634,0,6317,634,0
9035,HEADWATERS STATE BANK,20251231,NM,1,117440,12394,18145,78151,98063,0,0,0,98389,19051,19051,921,326,0,8750,326,0
9036,SECURITY STATE BANK,20251231,NM,1,139235,16389,29494,83661,109031,0,1450,0,111449,27786,27786,8180,968,1450,9691,968,0
9037,MOUND CITY BANK,20251231,NM,1,544198,25532,79000,413600,469822,0,5000,0,478780,65418,65418,17463,3958,5000,26066,3958,0
9047,CITIZENS STATE BANK,20251231,NM,1,596307,10842,222181,326448,544023,0,13000,0,560812,35495,35495,23284,3789,13000,36836,3789,0
9057,BANK OF MOUNDVILLE,20251231,NM,1,133546,6578,57738,57108,117018,0,0,0,117380,16166,16166,3417,362,0,12122,362,0
9064,PLANTERS FIRST BANK,20251231,NM,1,453373,45029,72322,308564,408808,0,0,0,411940,41433,41433,17028,3132,0,27458,3132,0
9068,BANK OF DUDLEY,20251231,NM,1,502381,102189,38524,337112,453107,0,0,0,455521,46860,46860,11172,2414,0,24556,2414,0
9069,FARMERS&MERCHANTS BANK,20251231,NM,1,312002,81290,107985,117644,281718,0,0,0,284224,27778,27778,3885,2506,0,5083,2506,0
9070,FIRST BANK OF PIKE,20251231,NM,1,85864,7762,10742,53697,76820,0,0,0,77947,7917,7917,2756,1127,0,13663,1127,0
9079,HARVARD STATE BANK,20251231,NM,1,327808,10235,115679,184372,291117,0,9000,0,301146,26662,26662,9301,1029,9000,17522,1029,0
9080,HOLCOMB BANK,20251231,NM,1,311595,14925,58315,228556,238121,0,50000,0,289974,21621,21621,4838,1853,50000,9799,1853,0
9087,1ST SOURCE BANK,20251231,SM,1,9052654,120798,1522486,6889689,7226078,257161,136409,0,7791003,1261651,1218532,336447,154008,393570,519681,171355,0
9096,ATKINS SAVINGS BANK&TRUST,20251231,NM,1,171978,3922,48212,115465,139231,6112,10000,0,156484,15494,15494,3652,1141,16112,4379,1141,0
9099,SOUTH OTTUMWA SAVINGS BANK,20251231,NM,1,518942,7817,156348,319785,429506,0,12578,0,444646,74296,74296,16930,2562,12578,34992,2562,0
9100,PILOT GROVE SAVINGS BANK,20251231,NM,1,1144270,33273,204715,854197,1010151,0,12000,0,1028640,115630,115630,20282,6489,12000,52085,6489,0
9105,WEST IOWA BANK,20251231,NM,1,169591,2778,67259,93917,131638,4289,5350,0,141911,27680,27680,3956,634,9639,5637,634,0
9106,FARMERS STATE BANK,20251231,NM,1,73122,1855,28841,40820,61704,0,3150,0,65241,7881,7881,1392,387,3150,1606,387,0
9120,ROLETTE STATE BANK,20251231,NM,1,49247,4299,5031,34492,43985,0,0,0,44274,4973,4973,1484,289,0,5425,289,0
9121,STATE BANK OF BOTTINEAU,20251231,NM,1,119525,4334,1039,97321,100423,0,8000,0,109354,10171,10171,5682,931,8000,16831,931,0
9123,WESTERN STATE BANK,20251231,NM,1,2558391,254087,64467,2168483,2193986,0,5358,0,2248694,309697,309697,41176,49350,5358,71354,49350,0
9137,OSGOOD BANK,20251231,NM,1,508523,55141,127623,292164,448275,0,15777,0,469288,39235,39235,21598,5236,15777,33595,5236,0
9139,COML&SVG BK MILLERSBURG OH,20251231,SM,1,1292368,99063,315362,817521,1128690,31517,917,0,1167280,125088,125088,41053,6156,32434,60422,6156,0
9155,COUNTYBANK,20251231,NM,1,729554,64777,234645,395315,637791,32100,0,0,682301,47253,47253,18559,12410,32100,34817,12410,0
9168,WAYNE COUNTY BANK,20251231,SM,1,578524,61141,61961,421090,494633,0,6911,0,504938,73586,73586,22466,3394,6911,34332,3394,0
9172,SECURITY BANK&TRUST CO,20251231,NM,1,1554252,54360,315743,1078173,1314426,0,55633,0,1378690,175562,175562,57159,8631,55633,105976,8631,0
9176,APEX BANK,20251231,NM,1,1374320,71521,29327,1193867,1064007,0,94000,0,1170904,203416,203416,25941,12897,94000,79605,12897,0
9179,UNION BANK&TRUST CO,20251231,NM,1,95594,7408,17338,68712,81462,0,0,0,82096,13498,13498,831,634,0,2136,634,0
9189,BRIGHTON BANK,20251231,NM,1,55405,17314,5087,31711,49546,0,0,0,49892,5513,5513,624,346,0,1293,346,0
9196,HOME BANKING CO,20251231,NM,1,123047,5240,47604,59896,111115,0,0,0,112392,10655,10655,4822,1277,0,10307,1277,0
9204,CENTRAL BANK,20251231,NM,1,2051229,26276,554719,1323650,1682249,40785,0,0,1742532,308697,308697,32214,19498,40785,146584,19498,0
9244,GLENNVILLE BANK,20251231,NM,1,416586,56646,113400,215756,370086,0,0,0,375325,41261,41261,14598,5239,0,30784,5239,0
9245,BANK OF LAFAYETTE GEORGIA,20251231,NM,1,448306,30681,223179,171392,377876,1449,49500,0,430333,17973,17973,15853,1508,50949,23054,1508,0
9259,FARMERS STB OF HOFFMAN,20251231,NM,1,215898,3420,90202,104601,166831,0,26066,0,194540,21358,21358,10866,1643,26066,17675,1643,0
9263,STILLMAN BANCCORP N A,20251231,N,1,625171,49009,276749,284311,554381,5635,10642,0,575571,49600,49600,4753,4913,16277,15102,4913,0
9265,RUSHVILLE STATE BANK,20251231,SM,1,130210,14087,55173,56538,114682,0,0,0,116544,13666,13666,3342,1862,0,4412,1862,0
9273,VILLA GROVE STATE BANK,20251231,NM,1,84122,13063,10989,56261,73375,159,0,0,73739,10383,10383,815,205,159,3809,205,0
9288,FIRST BANK OF BERNE,20251231,SM,1,1092796,32409,242767,777372,969584,7409,40000,0,1021977,70819,70819,30624,4984,47409,40248,4984,0
9295,FARMERS STATE BANK,20251231,SM,1,35896,10783,11793,12722,30754,0,0,0,30870,5026,5026,360,116,0,598,116,0
9298,FARMERS&MERCHANTS SB,20251231,SM,1,593773,11203,135666,427981,514050,0,0,0,517816,75957,75957,11209,3766,0,18923,3766,0
9299,RELIANCE STATE BANK,20251231,NM,1,284908,8185,69826,192008,244414,7879,3000,0,256781,28127,28127,4112,1488,10879,14889,1488,0
9300,READLYN SAVINGS BANK,20251231,NM,1,147914,14130,32686,95805,111655,0,9284,0,121438,26476,26476,2999,499,9284,5293,499,0
9306,CITIZENS BANK,20251231,NM,1,221290,6752,48650,158268,194464,1506,0,0,196524,24766,24766,4257,554,1506,7620,554,0
9309,UNITED SOUTHERN BANK,20251231,SM,1,352220,18130,46649,272979,302483,0,8509,0,311960,40260,40260,8789,968,8509,14462,968,0
9310,COMMERCIAL BANK,20251231,NM,1,217167,8873,40038,151225,180036,13054,0,0,196971,20196,20196,5736,3881,13054,17031,3881,0
9313,PBK BANK INC,20251231,NM,1,170524,27657,37507,100604,146513,0,0,0,146919,23605,23605,2478,406,0,4756,406,0
9315,BANK OF MAYSVILLE,20251231,NM,1,160187,2565,60276,88266,129503,0,2142,0,132350,27837,27837,1103,705,2142,9080,705,0
9319,MERCHANTS&FARMERS B&T CO,20251231,NM,1,533315,75264,165808,266051,479875,0,0,0,482004,51311,51311,7321,2129,0,26192,2129,0
9320,MARION STATE BANK,20251231,NM,1,231237,12607,41610,162382,199239,0,3000,0,203999,27238,27238,4928,1760,3000,14638,1760,0
9322,CROSS KEYS BANK,20251231,NM,1,627030,10159,158950,419088,509333,10957,28598,0,552133,74897,74897,20515,3245,39555,38833,3245,0
9323,BANK OF WINNFIELD&TRUST CO,20251231,NM,1,155037,34463,55273,52966,136026,0,0,0,137672,17365,17365,9929,1646,0,12335,1646,0
9325,JONESBORO STATE BANK,20251231,NM,1,1225143,44357,1003001,87784,1142337,0,0,0,1147410,77733,77733,10017,5073,0,90001,5073,0
9326,WASHINGTON STATE BANK,20251231,NM,1,296071,11389,46392,223502,261653,0,0,0,264227,31844,31844,10202,2574,0,14788,2574,0
9327,FARMERS-MERCHANTS B&T CO,20251231,NM,1,467175,66898,132445,244789,341758,0,0,64017,406608,60567,60567,15862,833,64017,23043,833,0
9328,PEOPLES BANK,20251231,NM,1,86850,11228,1768,66349,73761,0,0,0,74250,12600,12600,2973,489,0,7505,489,0
9330,FIRST STB OF LE CENTER,20251231,NM,1,113779,7945,21770,74586,95939,5000,0,0,101829,11950,11950,2401,890,5000,9478,890,0
9332,BANK OF MAPLE PLAIN,20251231,NM,1,85096,1195,39093,40851,74474,0,0,0,75597,9499,9499,1735,1123,0,3957,1123,0
9336,BATTLE BANK NATIONAL ASSN,20251231,N,1,118567,20358,49478,4438,44069,0,0,0,45027,73540,73540,1355,958,0,44293,958,0
9337,CITIZENS STB OF WAVERLY INC,20251231,NM,1,117590,12851,38580,59406,106879,0,0,0,107304,10286,10286,2446,425,0,6753,425,0
9340,FARMERS&MERCHANTS STB NY MIL,20251231,NM,1,78514,3300,39123,32762,70596,50,0,0,71409,7105,7105,2675,763,50,3329,763,0
9349,FIRST STATE BANK OF FOUNTAIN,20251231,NM,1,39646,2049,20729,11187,37124,0,0,0,37249,2397,2397,2605,125,0,5681,125,0
9351,STATE BANK OF LAKE PARK,20251231,NM,1,46223,2635,17407,25468,41754,75,0,0,41963,4260,4260,529,134,75,713,134,0
9354,FARMERS STB OF HOFFMAN,20251231,NM,1,34514,3873,10800,15761,30483,0,0,0,30641,3873,3873,516,158,0,4080,158,0
9356,COMMERCIAL BANK,20251231,NM,1,278104,12707,98502,149586,251733,0,7000,0,260678,17426,17426,12404,1945,7000,17309,1945,0
9359,BANK OF COMMERCE,20251231,NM,1,1122434,198279,248477,597171,990533,0,0,0,997328,125106,125106,38212,6795,0,78507,6795,0
9366,PEOPLES BANK,20251231,NM,1,484585,14146,45122,386561,402164,0,25816,0,428793,55792,55792,12085,813,25816,38756,813,0
9369,BANK OF ADVANCE,20251231,SM,1,526365,39971,67877,395376,458756,0,5000,0,465347,61018,61018,16040,1591,5000,23141,1591,0
9378,F&C BANK,20251231,NM,1,467321,19239,22242,402160,408096,0,7500,0,418896,48425,48425,17054,3300,7500,23680,3300,0
9385,BANK OF BROOKFIELD PURDIN NA,20251231,N,1,112324,8891,71065,23011,97164,2524,0,0,99981,12343,12343,1465,293,2524,9357,293,0
9388,CORNER STONE BANK,20251231,NM,1,202935,11606,27112,158869,176144,2000,0,0,178542,24393,24393,2390,398,2000,5348,398,0
9392,BANK OF GRANDIN,20251231,NM,1,234655,12264,66650,148607,200193,0,0,0,201431,33224,33224,3090,1238,0,7134,1238,0
9396,VALLEY NATIONAL BANK,20251231,N,1,64061947,1565581,7731458,49579566,52309907,91475,2464442,0,55874478,8187469,8185196,2555221,990623,2555917,5185342,1008654,0
9406,BANK OF CATTARAUGUS,20251231,SM,1,27289,1977,7027,16767,23918,0,0,0,23964,3325,3325,362,46,0,1518,46,0
9410,TIOGA STB NA,20251231,N,1,608515,33506,159979,375934,523810,0,14496,0,544863,63652,63652,30202,6557,14496,39096,6557,0
9417,GRANT COUNTY STATE BANK,20251231,NM,1,46972,4923,0,23246,40618,0,0,0,40652,6320,6320,653,34,0,18803,34,0
9420,UNION BANK,20251231,NM,1,327171,5816,100027,201842,277321,0,19000,0,298151,29020,29020,10709,1830,19000,19486,1830,0
9422,CITIZENS STB OF LANKIN,20251231,NM,1,72205,1428,15709,51074,61314,415,4000,0,65912,6293,6293,3484,183,4415,3994,183,0
9423,CHOICE FINANCIAL GROUP,20251231,NM,1,5954318,325227,2177206,3142065,5131463,2000,75009,0,5271143,683175,683175,213131,62671,77009,309820,62671,0
9437,FIRST STATE BANK,20251231,NM,1,1151176,65706,471982,556517,1040353,0,1069,0,1049924,101252,101252,32310,8502,1069,56971,8502,0
9438,MT VICTORY STATE BANK,20251231,NM,1,21868,4204,2649,13573,19614,0,0,0,19626,2242,2242,402,12,0,1442,12,0
9439,PEOPLES SAVINGS BANK,20251231,NM,1,67808,2522,26158,33830,59515,0,0,0,59576,8232,8232,2328,61,0,5298,61,0
9450,FIRST BANK OF OHIO,20251231,NM,1,298680,3697,48264,199384,199111,0,0,0,201047,97633,97633,19527,1936,0,47335,1936,0
9457,NORTH SIDE BANK&TRUST CO,20251231,SM,1,1180148,156462,247773,736851,987697,85707,0,0,1078300,101848,101848,34008,4896,85707,39062,4896,0
9462,FARMERS&MERCHANTS BANK,20251231,NM,1,354811,2261,48172,282562,303425,0,12300,0,317224,37587,37587,8954,1499,12300,21816,1499,0
9463,UNIFIED BANK,20251231,NM,1,851705,46381,234205,487110,657198,29403,75000,0,777843,73862,73862,46964,16242,104403,84009,16242,0
9465,ALVA STATE BANK&TRUST CO,20251231,SM,1,630816,31440,234647,326299,528720,22700,1773,0,554394,76422,76422,36174,1201,24473,38430,1201,0
9467,VALOR BANK,20251231,NM,1,286582,31701,0,248572,244203,0,15693,0,261365,25217,25217,3049,1469,15693,6309,1469,0
9472,WELCH STB OF WELCH OKLA,20251231,NM,1,433974,10783,96320,300078,370140,1679,19500,0,392870,41104,41104,16456,1551,21179,26793,1551,0
9486,CLACKAMAS COUNTY BANK,20251231,NM,1,264025,38630,70217,145264,226510,5893,0,0,232760,31265,31265,1329,357,5893,9914,357,0
9489,PEOPLES BANK,20251231,SM,1,410719,35975,24476,302798,357075,0,35,0,359252,51467,51467,15512,2142,35,47470,2142,0
9499,THREAD BANK,20251231,NM,1,953615,123516,363802,364618,845555,0,0,0,860120,93495,93495,47987,14565,0,101679,14565,0
9502,MOVEMENT BANK,20251231,NM,1,154051,16767,13458,114737,109725,0,25000,0,136309,17742,17742,6212,1584,25000,9089,1584,0
9507,BANK OF MARION,20251231,SM,1,613864,16989,138293,414052,547774,1502,7000,0,559621,54243,54243,37404,3345,8502,44530,3345,0
9517,CLEVELAND STATE BANK,20251231,NM,1,231615,7998,56065,155582,200018,0,11150,0,212930,18685,18685,7970,1762,11150,11970,1762,0
9523,BRISTOL MORGAN BANK,20251231,SM,1,191749,4732,16697,156117,149871,0,21500,0,172779,18970,18970,5000,1408,21500,14203,1408,0
9526,PINERIES BANK,20251231,NM,1,149080,41269,5922,94279,131252,0,0,0,132715,16365,16365,4140,1463,0,7610,1463,0
9529,STATE BANK OF NEWBURG,20251231,NM,1,331793,18474,19790,275436,262812,0,14000,0,278882,52911,52911,8901,2070,14000,18093,2070,0
9536,COMMUNITY STATE BANK,20251231,NM,1,639346,12904,186158,329311,593782,0,0,0,599604,39742,39742,18847,5822,0,110973,5822,0
9614,LOCAL BANK,20251231,NM,1,109703,19163,2708,80619,84747,0,4308,0,91811,17892,17892,2389,2756,4308,7213,2756,0
9615,SWEET WATER STATE BANK,20251231,NM,1,154084,7259,33297,74898,138150,0,0,0,140419,13665,13665,5592,2269,0,38630,2269,0
9620,FIRST BANK,20251231,NM,1,815467,68572,222032,477398,733421,0,0,0,738018,77449,77449,21990,4597,0,47465,4597,0
9622,CAPITAL CITY BANK,20251231,SM,1,4383270,529971,1013271,2536812,3755780,22018,55686,0,3865476,517794,517794,105565,31992,77704,303216,31992,0
9631,ALLIANCE COMMUNITY BANK,20251231,NM,1,404883,21052,106088,250174,358186,0,8960,0,370407,34476,34476,15402,3261,8960,27569,3261,0
9632,FORTRESS BANK,20251231,NM,1,839333,52921,83320,645698,699944,538,39300,0,756508,82825,82825,32370,16726,39838,57394,16726,0
9647,CITIZENS BANK,20251231,NM,1,696309,38450,183224,454073,627356,0,0,0,630146,66163,66163,6934,2790,0,20562,2790,0
9658,CITIZENS STB OF CHENEY KS,20251231,NM,1,88056,8786,17690,58997,80303,0,0,0,80474,7582,7582,2104,171,0,2583,171,0
9659,STATE BANK OF DOWNS,20251231,NM,1,140343,4453,9740,84439,119640,0,1000,0,121069,19274,19274,2228,429,1000,41711,429,0
9661,BANK OF HOLYROOD,20251231,SM,1,64627,2120,16917,39569,53790,0,0,0,53998,10629,10629,782,208,0,6021,208,0
9665,KAW VALLEY BANK,20251231,NM,1,322348,17977,21528,253098,271104,8319,0,0,282797,39551,39551,11844,3374,8319,29745,3374,0
9669,FREDONIA VALLEY BANK,20251231,NM,1,115674,11059,23412,71753,101117,0,2533,0,104165,11509,11509,5719,515,2533,9450,515,0
9672,OWINGSVILLE BANKING CO,20251231,NM,1,101337,4197,13112,75224,88225,0,2744,0,92274,9063,9063,4526,1305,2744,8804,1305,0
9678,EDMONTON STATE BANK,20251231,NM,1,1137917,153802,64230,867609,984428,1467,6765,0,1005630,132287,132287,9664,12970,8232,52276,12970,0
9712,ROCKLAND TRUST CO,20251231,NM,1,24909975,772944,3304855,18349809,20256765,0,416549,0,21034318,3875657,3875657,672996,301442,416549,2482367,361004,0
9719,OXFORD BANK,20251231,SM,1,1088968,264741,116353,653245,965146,114,0,0,975421,113547,111825,30186,10161,114,54629,10161,0
9727,CONCORDE BANK,20251231,NM,1,87191,16180,3607,65736,78018,0,0,0,78450,8741,8741,880,432,0,1668,432,0
9728,FIRST SECURITY BANK,20251231,NM,1,154251,6090,25231,118311,117051,25550,0,0,143095,11156,11156,3422,494,25550,4619,494,0
9733,VANTAGE BANK,20251231,NM,1,76251,1035,51,71722,68348,350,0,0,69219,7032,7032,1495,521,350,3443,521,0
9735,STATE BANK OF NEW RICHLAND,20251231,NM,1,126128,3273,7331,111463,84511,0,28700,0,114855,11273,11273,3843,1644,28700,4061,1644,0
9737,MIDWEST BANK,20251231,NM,1,892840,18077,56745,792240,752502,24500,20000,0,804130,88710,88710,19243,7128,44500,25778,7128,0
9745,HOME STATE BANK,20251231,NM,1,208596,9346,71310,118263,182929,7615,0,0,192213,16383,16383,6528,1669,7615,9677,1669,0
9746,NORTHWESTERN BANK NA,20251231,N,1,168823,18576,21838,120553,148146,0,0,0,150672,18151,18151,2360,2526,0,7856,2526,0
9747,VERGAS STATE BANK,20251231,NM,1,58729,10967,11650,34169,49920,0,0,0,50165,8564,8564,512,245,0,1943,245,0
9751,21ST CENTURY BANK,20251231,NM,1,875946,7576,193613,654987,658596,0,122000,0,788707,87239,87239,14124,8111,122000,19770,8111,0
9752,MARSHALL COUNTY STATE BANK,20251231,NM,1,44062,8058,21960,13665,36993,0,0,0,37154,6908,6908,218,161,0,379,161,0
9760,COMMUNITY BANK MANKATO,20251231,NM,1,542715,11610,26779,476804,471363,6698,11000,0,492797,49918,49918,5527,3736,17698,27522,3736,0
9769,FIRST STB OF ROSEMOUNT,20251231,NM,1,151579,3280,27602,107224,144075,0,0,0,144950,6629,6629,2661,875,0,13473,875,0
9770,FIRST STATE BANK SOUTHWEST,20251231,SM,1,396845,10674,144143,220037,336840,29290,0,0,369145,27700,27700,13985,3015,29290,21991,3015,0
9773,SECURITY STB OF WARROAD,20251231,NM,1,141722,9990,52380,64903,124124,0,0,0,124702,17020,17020,9235,578,0,14449,578,0
9775,BANK OF KILMICHAEL,20251231,SM,1,328913,17474,103325,193682,299938,0,8144,0,310457,18456,18456,7993,2375,8144,14432,2375,0
9777,CITIZENS BANK&TRUST CO,20251231,NM,1,101243,19885,9431,62204,86228,0,163,0,87464,13779,13779,9198,1073,163,9723,1073,0
9788,BLOOMSDALE BANK,20251231,NM,1,372554,4612,93827,252591,341849,0,0,0,342871,29683,29683,2689,1022,0,21524,1022,0
9791,COMMERCIAL TR CO OF FAYETTE,20251231,NM,1,150189,32799,8447,105519,132110,0,2000,0,134201,15988,15988,2170,91,2000,3424,91,0
9794,KEARNEY TRUST CO,20251231,NM,1,316038,38928,104683,168359,279128,0,0,0,281781,34257,34257,2772,2653,0,4068,2653,0
9797,M1 BANK,20251231,NM,1,1196604,147894,30764,919280,1070420,0,0,0,1080023,116581,116581,23602,9603,0,98666,9603,0
9803,BANK OF ODESSA,20251231,NM,1,649834,98988,75524,457143,545558,0,10000,0,559017,90817,90817,11637,3459,10000,18179,3459,0
9812,ADAMS STATE BANK,20251231,NM,1,69569,2734,13461,50985,50681,0,7900,0,58761,10808,10808,1766,180,7900,2389,180,0
9818,PLATTE VALLEY BANK,20251231,NM,1,104961,13248,35526,53986,88390,0,1865,0,91774,13187,13187,2039,1519,1865,2201,1519,0
9819,NEBRASKA STATE BANK,20251231,NM,1,71365,4579,1502,51950,57705,0,0,0,58413,12952,12952,2557,708,0,13334,708,0
9822,STATE BANK OF TABLE ROCK,20251231,NM,1,142850,6024,1615,126282,112766,0,15561,0,128874,13976,13976,7846,547,15561,8929,547,0
9831,ALDEN STATE BANK,20251231,SM,1,447921,48997,72312,296952,377561,0,0,0,380124,67797,67797,18693,2563,0,29660,2563,0
