CERT,NAME,REPDTE,BKCLASS,INSDIF,ASSET,CHBAL,SC,LNLSNET,DEP,FREPP,OTHBRF,SUBND,LIAB,EQTOT,EQ,OA,ALLOTHL,BORROWED_FUNDS_CALC,OTHER_ASSETS_CALC,OTHER_LIABILITIES_CALC,BALANCE_DIFFERENCE_CALC
30431,SSB BANK,20251231,SI,1,368085,65155,5744,277917,318757,0,19000,0,339693,28392,28392,12685,1936,19000,19269,1936,0
30434,MORGANTON SAVINGS BANK SSB,20251231,SI,1,107424,23457,8055,63946,70490,0,5000,0,78923,28501,28501,8891,3433,5000,11966,3433,0
30441,FIRST FEDERAL BANK OF LA,20251231,SL,1,1136884,97324,323821,653324,975712,0,25227,0,1011931,124953,124953,39969,10992,25227,62415,10992,0
30447,RAYNE BUILDING&LOAN ASSN,20251231,SL,1,52393,5435,14422,25375,37192,0,22,0,37715,14678,14678,6064,501,22,7161,501,0
30470,MANASQUAN BANK,20251231,SI,1,3425142,322629,145901,2828377,2971364,969,109267,0,3110149,314993,314993,70461,28549,110236,128235,28549,0
30516,CROSSBRIDGE COMMUNITY BANK,20251231,SI,1,221316,14733,17976,174988,193242,0,0,0,194946,26370,26370,9044,1704,0,13619,1704,0
30530,LAKE SHORE BANK,20251231,NM,1,727591,64731,56138,555450,595739,0,5238,0,610598,116993,116993,43300,9621,5238,51272,9621,0
30544,MARQUETTE SAVINGS BANK,20251231,SI,1,1366747,19246,277395,968503,1033777,0,159000,0,1199986,166761,166761,74047,7209,159000,101603,7209,0
30551,WESTMORELAND FS&LA,20251231,SB,1,167209,22281,71353,69750,121610,0,0,0,122211,44998,44998,848,601,0,3825,601,0
30585,MAYVILLE SAVINGS BANK,20251231,SI,1,76912,5485,14696,44956,66175,0,0,0,66468,10444,10444,2531,293,0,11775,293,0
30595,F&M BANK&TRUST CO,20251231,SM,1,182112,11201,47959,116145,164622,0,0,0,165524,16588,16588,3660,902,0,6807,902,0
30619,ABBEVILLE FIRST BANK SSB,20251231,SI,1,137411,10804,33510,87393,113043,0,11675,0,125603,11808,11808,4951,885,11675,5704,885,0
30637,GREENVILLE SAVINGS BANK,20251231,SI,1,344495,12247,43889,270061,254596,0,45659,0,301625,42870,42870,15311,1370,45659,18298,1370,0
30656,NORTH COUNTY SAVINGS BANK,20251231,SI,1,63507,8778,25630,27562,58279,0,0,0,58505,5002,5002,667,226,0,1537,226,0
30680,FIRST SHORE FS&LA,20251231,SB,1,358898,31091,19210,287513,296974,0,0,0,297955,60943,60943,15922,981,0,21084,981,0
30688,PEOPLES FIRST SAVINGS BANK,20251231,NM,1,105299,8745,1458,89586,86245,0,8741,0,95385,9914,9914,3551,399,8741,5510,399,0
30692,BANKPACIFIC LTD,20251231,NM,1,178071,38055,39389,89129,154046,0,0,0,156489,21582,21582,3060,2443,0,11498,2443,0
30704,MAGYAR BANK,20251231,SI,1,1044737,34112,93141,867692,864917,0,51896,0,927325,117412,117412,35508,10512,51896,49792,10512,0
30707,EQUITABLE SAVINGS&LOAN ASSN,20251231,SL,1,170327,7247,9610,145099,129901,0,13622,0,143952,26375,26375,2481,429,13622,8371,429,0
30722,UNIVERSAL BANK,20251231,SB,1,371160,17255,64490,263358,275415,0,20000,0,304031,67129,67129,21705,8616,20000,26057,8616,0
30776,PATHWARD NATIONAL ASSN,20251231,N,1,7563929,331223,1346086,5011984,6351773,0,0,0,6672998,890931,891754,489024,321225,0,874636,321225,0
30788,GLACIER BANK,20251231,NM,1,31955659,1235261,7119181,20711663,24781560,2084113,520281,0,27755895,4199764,4199764,619262,369869,2604394,2889554,369941,0
30812,FIRST FS&LA,20251231,SB,1,379288,12970,34959,313320,247294,0,59913,35000,344068,35220,35220,11833,1861,94913,18039,1861,0
30819,COMMUNITY PARTNERS SB,20251231,SI,1,288935,12581,125051,131272,225098,8759,23213,0,259464,29471,29471,12868,2394,31972,20031,2394,0
30878,BAR HARBOR SAVINGS&LOAN ASSN,20251231,SL,1,101650,4922,4457,87321,73450,0,16000,0,89823,11827,11827,1465,373,16000,4950,373,0
30879,PROVIDENT SAVINGS BANK FSB,20251231,SB,1,1227875,54370,101023,1037654,884267,0,213060,0,1109336,118539,118539,24911,12009,213060,34828,12009,0
30889,PEOPLES SAVINGS&LOAN CO,20251231,SL,1,107554,3866,1793,96223,77483,0,20016,0,97928,9626,9626,3030,429,20016,5672,429,0
30895,FIDELITY BANK NATIONAL ASSN,20251231,N,1,3348187,130449,321109,2594971,2601114,0,403349,0,3024683,323504,323504,157227,20220,403349,301658,20220,0
30943,MID-CENTRAL NATIONAL BANK,20251231,N,1,115892,5351,13919,89026,93969,0,0,0,94955,20937,20937,1465,986,0,7596,986,0
30953,EL DORADO SAVINGS BANK FSB,20251231,SB,1,2474106,662967,1248291,503695,2135407,0,0,0,2146291,327815,327815,25328,10884,0,59153,10884,0
30969,FIRST FSB OF MASCOUTAH,20251231,SM,1,198892,11112,30732,151102,178730,0,0,0,179382,19510,19510,4355,652,0,5946,652,0
30976,GOUVERNEUR SAVINGS&LOAN ASSN,20251231,SL,1,202109,4116,42797,133133,161317,0,5478,0,170603,31506,31506,13605,3808,5478,22063,3808,0
30987,SPRATT SAVINGS BANK,20251231,SL,1,150329,15022,80651,46538,119071,0,0,0,119410,30919,30919,832,339,0,8118,339,0
30996,CENLAR FSB,20251231,SB,1,899183,41499,443622,270291,566906,0,0,0,744010,155173,155173,133903,177104,0,143771,177104,0
31028,HOMETOWN BANK,20251231,NM,1,663179,14809,157384,445381,585880,0,22559,0,612553,50626,50626,17171,4114,22559,45605,4114,0
31043,INTERSTATE BANK,20251231,NM,1,275696,51703,74272,140250,257322,0,22,0,257899,17797,17797,6299,555,22,9471,555,0
31077,FIRST FEDERAL BANK,20251231,SB,1,271878,18654,46698,195780,247472,0,5000,0,253681,18197,18197,9730,1209,5000,10746,1209,0
31083,JARRETTSVILLE FS&LA,20251231,SL,1,164764,19111,16977,111161,145100,0,0,0,145539,19225,19225,1784,439,0,17515,439,0
31089,PICKENS SAVINGS&LOAN ASSN FA,20251231,SB,1,134612,7869,36996,83246,114456,0,6225,0,121803,12809,12809,6002,1122,6225,6501,1122,0
31090,BLUE GRASS FS&LA,20251231,SB,1,57460,9114,4392,40590,39626,0,8000,0,48217,9243,9243,1506,591,8000,3364,591,0
31100,SECURITY FEDERAL BANK,20251231,NM,1,1551930,64863,721879,676182,1372707,25262,0,0,1407587,144343,144343,53555,9618,25262,89006,9618,0
31121,CECIL BANK,20251231,SM,1,218663,29265,19410,153483,187556,0,0,0,189198,29465,29465,13322,1642,0,16505,1642,0
31127,FIRST FEDERAL BANK A FSB,20251231,SB,1,173044,12853,672,142813,110507,0,43800,0,159691,13353,13353,12631,5384,43800,16706,5384,0
31146,SECURITY FSB OF MCMINNVILLE,20251231,NM,1,381445,32523,36777,299963,317136,9000,10000,0,339821,41624,41624,9001,3685,19000,12182,3685,0
31158,FIRST SOUTHERN BANK,20251231,NM,1,294776,29163,92639,154316,249819,0,13500,0,264184,30592,30592,9651,865,13500,18658,865,0
31184,CITIZENS SAVINGS BANK,20251231,SB,1,355221,9583,38479,290759,300718,0,0,0,301922,53299,53299,12442,1204,0,16400,1204,0
31189,PONCE BANK NATIONAL ASSN,20251231,N,1,3214470,126402,365178,2602646,2061697,0,607230,0,2709680,504790,504790,76914,40753,607230,120244,40753,0
31197,FIRST FS&LA,20251231,SB,1,86487,2763,2480,78395,60149,0,8000,0,68460,18027,18027,1201,311,8000,2849,311,0
31198,GREENEVILLE FEDERAL BANK FSB,20251231,SB,1,204894,22479,1342,168979,157436,0,14200,0,174477,30417,30417,8918,2841,14200,12094,2841,0
31217,LIFESTORE BANK,20251231,SM,1,497355,57686,108286,302437,439368,0,0,0,443876,53479,53479,16336,4508,0,28946,4508,0
31223,FIRST HARRISON BANK,20251231,NM,1,1269801,138183,424190,655564,1126003,0,0,0,1136215,133586,133481,30460,10212,0,51864,10212,0
31232,HIGHLAND FS&LA,20251231,SB,1,76228,30401,2540,36747,57661,0,0,0,58828,17400,17400,4729,1167,0,6540,1167,0
31236,HEARTHSIDE BANK CORP,20251231,NM,1,570574,15076,90985,432373,512887,0,122,0,517729,52845,52845,17713,4720,122,32140,4720,0
31266,JACKSON SAVINGS BANK SSB,20251231,SI,1,30543,6996,0,22799,23380,0,0,0,23449,7094,7094,541,69,0,748,69,0
31267,HOMEWOOD FSB,20251231,SB,1,66807,11093,408,54287,49575,0,0,0,49638,17169,17169,604,63,0,1019,63,0
31272,COMMUNITY BANK,20251231,SM,1,346592,3543,27109,292488,299245,0,14000,0,317332,29260,29260,9454,4087,14000,23452,4087,0
31313,FIRST FEDERAL BANK,20251231,SB,1,4310472,84183,2388884,1371058,3204540,0,531514,0,3864941,445531,445531,242800,128887,531514,466347,128887,0
31329,WEST PLAINS S&LA,20251231,SL,1,99086,13031,10133,73695,75613,0,2605,0,78400,20686,20686,777,182,2605,2227,182,0
31345,HERTFORD SAVINGS BANK SSB,20251231,SI,1,19429,4109,1680,13377,17193,0,0,0,17219,2210,2210,217,26,0,263,26,0
31361,COLONIAL SAVINGS FA,20251231,SB,1,675249,540259,6597,86317,405663,0,0,0,430514,244735,244735,35023,24851,0,42076,24851,0
31390,AXIOM BANK NATIONAL ASSN,20251231,N,1,784087,109558,157046,483849,658464,0,27000,0,694063,90024,90024,22245,8599,27000,33634,8599,0
31406,FIRST FS&LA OF SAN RAFAEL,20251231,SB,1,221074,10248,0,198014,175569,0,2000,0,179940,41134,41134,9506,2371,2000,12812,2371,0
31409,FIRST FS&LA,20251231,SB,1,40359,2845,0,36256,29625,0,0,0,29819,10540,10540,654,194,0,1258,194,0
31410,1ST FSB OF SC INC,20251231,SL,1,141788,7889,13048,115023,126041,0,2134,0,128574,13214,13214,1486,399,2134,5828,399,0
31461,HARLEYSVILLE BANK,20251231,SI,1,940390,8819,186558,703287,686757,10931,148562,0,848269,92121,92121,31011,2019,159493,41726,2019,0
31469,ORIENTAL BANK,20251231,NM,1,12384752,981759,2780533,8014246,10265021,100000,511501,0,11053028,1331724,1331724,331322,176506,611501,608214,176506,0
31479,FIRST FIDELITY BANK,20251231,NM,1,158615,7757,56469,70845,143173,0,0,0,143423,15192,15192,2544,250,0,23544,250,0
31485,EQUITABLE BANK,20251231,SM,1,515536,10153,36975,443128,450273,0,8551,0,462386,53150,53150,13579,3562,8551,25280,3562,0
31488,PROGRESSIVE OZARK BANK,20251231,SM,1,189337,13799,10566,156172,169724,0,0,0,171617,17720,17720,3360,1893,0,8800,1893,0
31516,FIRST FEDERAL SAVINGS BANK,20251231,SB,1,673135,23558,18082,576674,535378,0,75000,0,613076,60059,60059,32493,2698,75000,54821,2698,0
31539,WILMINGTON SAVINGS BANK,20251231,NM,1,266829,23359,33138,199547,227583,0,0,0,228896,37933,37933,9778,1313,0,10785,1313,0
31545,CENTRAL BANK,20251231,NM,1,153062,12234,29389,103074,134377,0,6,0,136099,16963,16963,5612,1716,6,8365,1716,0
31628,EAST WEST BANK,20251231,SM,1,79661753,3559040,16109304,56089375,67208343,0,3003325,0,71510688,8151065,8151065,1876320,1299020,3003325,3904034,1299020,0
31694,VOLUNTEER FSB,20251231,SI,1,387496,38470,84012,246576,344732,0,786,0,348058,39438,39438,12987,2540,786,18438,2540,0
31711,RIVERBANK,20251231,NM,1,161941,3881,13971,123960,139058,0,3000,0,142949,18992,18992,6523,891,3000,20129,891,0
31723,HOME SAVINGS BANK FSB,20251231,SB,1,26685,4762,10,21067,19154,0,4145,0,23604,3081,3081,588,305,4145,846,305,0
31762,GREATER STATE BANK,20251231,NM,1,177118,28340,6003,133031,156799,0,0,0,158591,18527,18527,1346,1792,0,9744,1792,0
31774,HOME FS&LA,20251231,SL,1,40350,6477,600,30977,33666,0,0,0,34695,5655,5655,1597,1029,0,2296,1029,0
31823,INTERAMERICAN BANK A FSB,20251231,SB,1,320479,90139,0,220777,266617,0,13889,0,282765,37714,37714,3436,2259,13889,9563,2259,0
31840,FINANCIAL FEDERAL BANK,20251231,SM,1,1096886,34286,0,1044587,873690,0,103070,0,989833,107053,107053,12028,13073,103070,18013,13073,0
31864,GRAND BANK FOR SAVINGS FSB,20251231,SB,1,277467,73474,0,189105,244717,0,0,0,247605,29862,29862,5495,2888,0,14888,2888,0
31900,CBL STATE SAVINGS BANK,20251231,SI,1,188014,16140,41304,115680,122492,0,30000,0,158920,29094,29094,12066,6428,30000,14890,6428,0
31905,CYPRESS BANK SSB,20251231,SI,1,226918,8713,68858,136342,184191,0,14325,0,201170,25748,25748,7715,2654,14325,13005,2654,0
31928,FIRST SENTINEL BANK,20251231,SM,1,403830,54821,1445,330620,352941,0,10000,0,364470,39360,39360,10617,1529,10000,16944,1529,0
31936,FAYETTE SAVINGS BANK SSB,20251231,SI,1,495999,51075,32489,398084,445999,0,0,0,447475,48524,48524,7816,1476,0,14351,1476,0
31945,TRUSTCO BANK,20251231,SB,1,6440470,730475,314703,5200255,5557429,287257,0,0,5916174,524296,524296,118744,71488,287257,195037,71488,0
31972,FIRST WESTERN FSB,20251231,SB,1,66730,9463,1,56059,44317,0,11000,0,55819,10911,10911,923,502,11000,1207,502,0
31994,SLOVENIAN S&LA FRANKLIN-CONE,20251231,SB,1,178940,8880,44753,117868,164196,0,1600,0,166903,12037,12037,6513,1107,1600,7439,1107,0
31999,MADISON COUNTY BANK,20251231,SM,1,626368,6410,113699,466564,457060,0,72600,0,535746,90622,90622,29086,6086,72600,39695,6086,0
32018,ANGELINA SAVINGS BANK SSB,20251231,SI,1,85899,39468,0,45102,76170,0,0,0,76554,9345,9345,613,384,0,1329,384,0
32025,UNITED BANK,20251231,SM,1,297849,24110,9918,252371,263334,0,215,0,266692,31157,31157,3922,3143,215,11450,3143,0
32082,VIKING BANK NATIONAL ASSN,20251231,N,1,307212,23201,16853,243635,261490,0,6199,0,270608,36604,36604,7384,2919,6199,23523,2919,0
32084,GRAND SAVINGS BANK,20251231,NM,1,1013686,76813,89539,814180,890685,0,0,0,896983,116703,116703,10794,6298,0,33154,6298,0
32135,SHELBY SAVINGS BANK SSB,20251231,SI,1,454036,78895,36444,314848,359565,0,43259,0,405024,49012,49012,14073,2200,43259,23849,2200,0
32188,USAA FEDERAL SAVINGS BANK,20251231,SB,1,107989000,11511000,50027000,43145000,93391000,0,7426000,0,102729000,5260000,5260000,3274000,1912000,7426000,3306000,1912000,0
32203,SUMMIT STATE BANK,20251231,NM,1,1004586,65524,66375,831793,891111,0,1519,5949,903415,101171,101171,29559,4836,7468,40894,4836,0
32242,LIBERTY SAVINGS BANK FSB,20251231,SB,1,1107903,43395,254607,784661,983933,0,35000,0,1024883,83020,83020,15794,5950,35000,25240,5950,0
32245,DOLLAR BANK FSB,20251231,SB,1,12513390,166080,2058614,9601724,10127762,47982,839420,0,11233384,1280006,1280006,490491,218220,887402,686972,218220,0
32257,ABACUS FEDERAL SAVINGS BANK,20251231,SB,1,316086,49582,0,250687,254325,0,0,0,259318,56768,56768,5472,4993,0,15817,4993,0
32277,EASTERN INTERNATIONAL BANK,20251231,NM,1,125534,19151,9254,94198,93004,0,10000,0,103973,21561,21561,2924,969,10000,2931,969,0
32282,MALAGA BANK FSB,20251231,SB,1,1434308,164973,0,1237202,938874,0,250000,0,1199309,234999,234999,15368,10435,250000,32133,10435,0
32286,COMMUNITY SAVINGS BANK,20251231,NM,1,110202,6428,5539,92555,82737,0,10633,0,94408,15794,15794,5068,1038,10633,5680,1038,0
32292,WOODSFIELD SAVINGS BANK,20251231,NM,1,115054,6085,19068,84561,104844,0,0,0,105368,9686,9686,1480,524,0,5340,524,0
32293,MIAMI SAVINGS BANK,20251231,NM,1,133530,26666,5069,93624,103125,0,109,0,104643,28887,28887,7204,1409,109,8171,1409,0
32296,UNION SAVINGS BANK,20251231,SL,1,4044411,245749,8003,3537603,3484698,0,95000,0,3634912,409499,409499,107983,55214,95000,253056,55214,0
32306,NEW FOUNDATION SAVINGS BANK,20251231,SL,1,17957,377,819,14008,14487,0,275,0,15224,2733,2733,1213,462,275,2753,462,0
32307,GALION BUILDING&LOAN BANK,20251231,NM,1,78672,6991,13663,54929,63766,0,6000,0,70116,8556,8556,1092,350,6000,3089,350,0
32348,TAYLORSVILLE SB SSB,20251231,SI,1,216374,18233,18806,164873,200122,0,0,0,201889,14485,14485,8286,1767,0,14462,1767,0
32360,EASTERN SAVINGS BANK FSB,20251231,SB,1,366521,43350,19749,278090,237490,0,17000,0,260423,106098,106098,18929,5933,17000,25332,5933,0
32363,PRESIDENTIAL BANK FSB,20251231,SB,1,1057047,176395,59457,778829,944877,0,0,0,966032,91015,91015,25903,21155,0,42366,21155,0
32441,UNITED MIDWEST SB NA,20251231,N,1,506658,116664,2845,347085,419457,0,0,0,437731,68927,68927,11276,18274,0,40064,18274,0
32459,HOMELAND FSB,20251231,SB,1,638162,36288,21542,551986,555560,0,15500,0,579572,58590,58590,10202,8512,15500,28346,8512,0
32526,AMERICAN SAVINGS BANK FSB,20251231,SB,1,8979486,399955,1857737,6030413,8180399,0,0,0,8309610,669876,669876,493014,129211,0,691381,129211,0
32527,BAYVANGUARD BANK,20251231,NM,1,903014,55702,38961,748137,689285,0,41978,0,742862,160152,160152,38295,11599,41978,60214,11599,0
32532,SOUTH GEORGIA BANK,20251231,NM,1,256134,56581,53510,137674,228101,0,0,0,233029,23105,23105,4717,4928,0,8369,4928,0
32541,FLAGSTAR BANK NATIONAL ASSN,20251231,N,1,87511954,5893441,15765561,59966654,65999563,0,11735203,448417,79367098,8144856,8144856,4551630,1182068,12183620,5886298,1183915,0
32551,LENDINGCLUB BANK NA,20251231,N,1,11472011,901246,3696626,6231766,9948426,0,0,0,10166356,1305655,1305655,419744,217930,0,642373,217930,0
32574,MONET BANK,20251231,NM,1,3548056,1518943,1344041,394152,1125418,0,1219292,0,2364340,1183716,1183716,280353,19630,1219292,290920,19630,0
32612,NATIONAL COOP BANK N A,20251231,N,1,4102536,316814,515691,3153571,3503173,0,100000,0,3651805,450731,450731,74021,48632,100000,116460,48632,0
32629,FIRST SAVINGS BANK,20251231,SB,1,1541563,81878,304354,1102469,1238304,0,0,0,1251888,289675,289675,28756,13584,0,52862,13584,0
32647,NORTHWEST BANK,20251231,NM,1,2952557,107020,303506,2390976,2594701,0,32500,0,2661020,291537,291537,86975,33819,32500,151055,33819,0
32718,HELM BANK USA,20251231,NM,1,1137676,68288,416090,632446,1021906,0,0,0,1031383,106293,106293,16598,9477,0,20852,9477,0
32773,EASTERN BANK,20251231,NM,1,30579383,315194,4425126,22775984,25666442,0,215976,0,26436157,4143226,4143226,1531882,553739,215976,3063079,553739,0
32779,BANK OF MARIN,20251231,NM,1,3904329,225303,1327812,2090765,3450939,0,709,0,3500715,403614,403614,154036,49067,709,260449,49067,0
32908,TUSTIN COMMUNITY BANK,20251231,NM,1,82168,8288,0,62287,68651,0,0,0,69219,12949,12949,794,568,0,11593,568,0
32912,WHITAKER BANK,20251231,SM,1,1900058,77083,629805,1065283,1598809,62619,6271,0,1677883,222175,222175,67586,10184,68890,127887,10184,0
32941,WESTSTAR BANK,20251231,SM,1,3148738,32756,597193,2360605,2702108,0,42000,0,2780397,368341,368341,39769,36289,42000,158184,36289,0
32968,BANK47,20251231,NM,1,83394,16137,19777,41140,74506,0,0,0,75458,7936,7936,811,952,0,6340,952,0
32974,GULF COAST BANK&TRUST CO,20251231,NM,1,3630639,244353,702684,2535346,3151890,0,113717,0,3319681,310958,310958,69394,54074,113717,148256,54074,0
32992,MORGAN STANLEY BANK NA,20251231,N,1,253348000,15806000,90056000,101315000,205145000,501000,18316000,0,227772000,25576000,25576000,3958000,3286000,18817000,46171000,3810000,0
33005,FCB BANKS,20251231,NM,1,2595483,63139,465385,1992441,2207469,169407,0,0,2384213,211270,211270,20895,7337,169407,74518,7337,0
33009,COUNTY BANK,20251231,NM,1,665500,57880,86258,483342,553364,0,0,0,573030,92470,92470,30897,19666,0,38020,19666,0
33010,FIRST PEOPLES BANK,20251231,NM,1,444580,76203,45079,301792,383048,0,5750,0,392812,51768,51768,14700,4014,5750,21506,4014,0
33013,ASIAN PACIFIC NATIONAL BANK,20251231,N,1,57377,17847,4477,30257,45794,0,0,0,46270,11107,11107,3607,476,0,4796,476,0
33026,SURETY BANK,20251231,NM,1,192590,62491,31847,88483,165839,0,4200,0,170162,22428,22428,8323,123,4200,9769,123,0
33103,GATEWAY BANK FSB,20251231,SB,1,260466,10780,27840,212608,203030,0,33000,0,238377,22089,22089,6871,2347,33000,9238,2347,0
33111,COLORADO FSB,20251231,SB,1,2723291,249136,459178,1691857,1395065,89524,955000,0,2466141,257150,257150,83157,26398,1044524,323120,26552,0
33119,HERITAGE BANK INC,20251231,NM,1,2094353,275687,436390,1257619,1932253,8547,0,0,1960149,134204,134204,76219,19349,8547,124657,19349,0
33124,GOLDMAN SACHS BANK USA,20251231,SM,1,644997000,111452000,88493000,226576000,438331000,16395000,47621000,23000,579627000,65370000,65331000,52455000,32566000,64039000,218476000,77257000,0
33131,FIRST FARMERS&MERCHANTS NB,20251231,N,1,143996,15497,15267,109923,121985,7256,0,0,130208,13788,13788,1728,967,7256,3309,967,0
33136,WOODLANDS BANK,20251231,SM,1,616118,27925,113247,433638,553629,0,10068,0,568635,47483,47483,26218,4938,10068,41308,4938,0
33183,SOUND BANKING CO,20251231,NM,1,45595,1574,0,39052,39940,0,0,0,40040,5555,5555,4045,100,0,4969,100,0
33188,SHINHAN BANK AMERICA,20251231,NM,1,1896869,67103,112164,1649584,1587388,0,0,0,1643101,253768,253768,19828,55713,0,68018,55713,0
33204,PREMIER BANK MINNESOTA,20251231,NM,1,709956,55518,69334,555928,626514,0,2500,0,632451,77505,77505,4815,3437,2500,29176,3437,0
33216,NORTHRIM BANK,20251231,NM,1,3270854,145457,447411,2473727,2827532,0,18746,0,2908641,362213,362213,46280,62363,18746,204259,62363,0
33306,CIBC BANK USA,20251231,SM,1,63978350,11202248,9245539,39264805,50773784,0,1130321,0,52802889,11175461,11175461,1343507,895996,1130321,4265758,898784,0
33380,ENTERPRISE BANK,20251231,SM,1,578551,94094,14404,458901,461004,4412,48000,0,515434,63117,63117,6461,2018,52412,11152,2018,0
33418,LEDYARD NATIONAL BANK,20251231,N,1,1059568,83141,244323,666191,882603,0,87025,0,983535,76033,76033,44705,13907,87025,65913,13907,0
33450,ARBOR BANK,20251231,NM,1,658631,17924,53959,563794,558943,0,38000,0,600143,58488,58488,10785,3200,38000,22954,3200,0
33457,OAK VALLEY COMMUNITY BANK,20251231,SM,1,2022957,203099,546956,1129607,1793192,0,0,0,1815357,207600,207600,68584,22165,0,143295,22165,0
33470,TODAYS BANK,20251231,NM,1,350587,25999,73476,232281,301075,0,17000,0,324241,26346,26346,9078,6166,17000,18831,6166,0
33492,CRESCENT BANK,20251231,NM,1,971152,62710,139686,706607,844993,0,0,0,856710,114442,114442,58489,11717,0,62149,11717,0
33497,CHARLES SCHWAB PREMIER BK SS,20251231,SM,1,27022000,3214000,19836000,3487000,25005000,0,0,0,25027000,1995000,1995000,484000,22000,0,485000,22000,0
33503,UNITY BANK,20251231,NM,1,2956346,216468,115762,2513729,2324458,0,255774,0,2611077,345269,345269,87620,30845,255774,110387,30845,0
33506,FIRST NB OF COFFEE COUNTY,20251231,N,1,518614,116772,143160,239745,465447,0,0,0,470195,48419,48419,13242,4748,0,18937,4748,0
33539,PREFERRED BANK,20251231,NM,1,7601679,807903,584935,5986242,6350066,0,200000,148706,6812202,789477,789477,109791,113430,348706,222599,113430,0
33552,BOONE BANK&TRUST CO,20251231,NM,1,160396,4144,76829,75875,141675,4800,0,0,147343,13053,13053,2923,868,4800,3548,868,0
33555,SOUTHSTATE BANK NA,20251231,N,1,67179734,3147567,8361786,48358673,55223931,618215,1190,0,57509815,9669919,9669919,2454534,1659091,619405,7311708,1666479,0
33565,DESJARDINS BANK NA,20251231,N,1,353090,57549,20471,268810,285757,0,0,0,287859,65231,65231,4614,2102,0,6260,2102,0
33568,UNITED BANK OF PHILADELPHIA,20251231,NM,1,50677,16083,4929,26782,41743,0,0,0,41871,8806,8806,652,128,0,2883,128,0
33645,LEE BANK,20251231,SI,1,601311,53527,93393,426517,510002,0,33572,0,552423,48888,48888,14306,8849,33572,27874,8849,0
33708,INTERNATIONAL BK OF CHICAGO,20251231,NM,1,965048,84199,131544,729950,847072,0,1060,0,853261,111787,111787,6677,5129,1060,19355,5129,0
33739,CITIZENS COMMUNITY BANK,20251231,NM,1,364989,53290,69114,224505,318280,0,0,0,322039,42950,42950,16160,3759,0,18080,3759,0
33753,CITIZENS COMMUNITY BANK,20251231,NM,1,532051,43044,189869,282296,442837,20453,15000,0,482896,49155,49155,14802,4606,35453,16842,4606,0
33758,STARION BANK,20251231,NM,1,2064114,240407,531226,1247292,1784439,1204,90000,0,1891635,172479,172479,23722,15992,91204,45189,15992,0
33761,VILLAGE BANK,20251231,NM,1,418381,9354,104939,288018,361129,0,26000,0,389458,28923,28923,11936,2329,26000,16070,2329,0
33785,STIFEL TRUST CO NA,20251231,N,1,924891,138421,767812,0,847138,0,0,0,856386,68505,68505,16959,9248,0,18658,9248,0
33802,TIOGA-FRANKLIN SAVINGS BANK,20251231,SI,1,70298,6295,3459,56551,67075,0,0,0,67676,2622,2622,2585,601,0,3993,601,0
33803,WHEATON B&T NA,20251231,N,1,4478347,311721,874462,3038129,3834887,0,201279,0,4070797,407550,407550,167580,29458,201279,254035,34631,0
33805,COMMUNITY BANK OF ELMHURST,20251231,SM,1,199404,10356,63302,122216,187624,0,0,0,188077,11327,11327,1242,453,0,3530,453,0
33812,AMERICAN NB FOX CITIES,20251231,N,1,419253,5349,71375,324295,350714,0,14500,0,366938,52315,52315,16202,1724,14500,18234,1724,0
33818,PRIORITY BANK,20251231,SB,1,148356,11682,23928,108239,124740,0,7164,0,132843,15513,15513,2085,939,7164,4507,939,0
33823,CAPITAL COMMUNITY BANK,20251231,NM,1,1428530,207976,50763,1083464,1192205,0,12696,0,1224161,204369,204369,53823,19260,12696,86327,19260,0
33849,HINSDALE B&T CO NA,20251231,N,1,6118157,166772,1009105,4517280,4877944,32000,478116,0,5454435,663722,663722,245069,58930,510116,425000,66375,0
33851,BANK OF MILAN,20251231,NM,1,111682,21123,30793,54679,98489,5031,0,0,104839,6843,6843,3874,1319,5031,5087,1319,0
33855,CREDIT FIRST NATIONAL ASSN,20251231,N,1,38846,36418,0,0,500,0,0,0,1429,37417,37417,2428,929,0,2428,929,0
33860,NATIONAL BANK OF INPOLIS,20251231,N,1,3094891,346218,581091,1994020,2836368,0,2803,0,2866942,227949,227949,80452,25472,2803,173562,27771,0
33867,QUAD CITY BANK&TRUST CO,20251231,SM,1,2691426,64367,320209,2004195,2302236,14300,28766,0,2387632,303794,303794,87046,42330,43066,302655,42330,0
33893,RAYMOND JAMES BANK,20251231,SM,1,43374103,2313701,4511091,35681944,39278356,0,700000,0,40208007,3166096,3166096,681236,229651,700000,867367,229651,0
33905,HERITAGE BANK OF COMMERCE,20251231,SM,1,5761171,647028,1122669,3604383,4914567,0,0,0,5027546,733625,733625,172083,112979,0,387091,112979,0
33922,FRONTIER BANK,20251231,SB,1,341879,4639,97184,230065,311391,0,6000,0,318815,23064,23064,5257,1424,6000,9991,1424,0
33926,CHARLEVOIX STATE BANK,20251231,NM,1,239636,25418,75474,128100,212847,0,0,0,215653,23983,23983,6145,2806,0,10644,2806,0
33928,PATRIOT BANK NATIONAL ASSN,20251231,N,1,1088831,186461,224677,610236,978454,0,0,0,987062,101769,101769,38129,8608,0,67457,8608,0
33935,WINTRUST BANK NATIONAL ASSN,20251231,N,1,9575716,736485,557986,7785125,8334919,0,212,0,8516297,1059419,1059419,288372,137726,212,496120,181166,0
